YEAR_COLLECTED,BOROUGH,NEIGHBORHOOD,BUILDING_CLASS_CATEGORY,BUILDING_CLASS_AT_PRESENT,ADDRESS,TOTAL_UNITS,GROSS_SQ_FT,SALE_PRICE
2020,1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,R4,"2351 ADAM CLAYTON POWELL, 508",1,0,768779
2020,1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,R4,"2351 ADAM CLAYTON POWELL, 602",1,0,774737
2020,1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,R4,"2351 ADAM CLAYTON POWELL, 607",1,0,1255752
2020,1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,R4,"2351 ADAM CLAYTON POWELL, 611",1,0,989000
2020,1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,R4,"2351 ADAM CLAYTON POWELL, 612",1,0,702593
2020,1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,R4,"2351 ADAM CLAYTON POWELL, 613",1,0,960000
2020,1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,R4,"2351 ADAM CLAYTON POWELL, 617",1,0,575000
2020,1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,R4,"2351 ADAM CLAYTON POWELL, 703/P",1,0,985000
2020,1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,R4,"2351 ADAM CLAYTON POWELL, 708/P",1,0,0
2020,1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,R4,"2351 ADAM CLAYTON POWELL, 708/P",1,0,0
2020,1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,R4,"2351 ADAM CLAYTON POWELL, 708/P",1,0,774584
2020,1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,R4,"2351 ADAM CLAYTON POWELL, 709/P",1,0,843111
2020,1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,R4,"2351 ADAM CLAYTON POWELL, 803/P",1,0,775000
2020,1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,R4,"2351 ADAM CLAYTON POWELL, 809/P",1,0,1916933
2020,1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,R4,"2351 ADAM CLAYTON POWELL, 814/P",1,0,1515000
2020,1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,R4,"2373 ADAM C POWELL BLVD, 2B",1,0,750000
2020,1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,R4,"555 LENOX AVENUE, 4D",1,0,0
2020,1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,R4,"555 LENOX AVENUE, PHD",1,0,1025000
2020,1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,R4,"555 LENOX AVENUE, PHE",1,0,415000
2020,1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,R4,"147 W 142ND STREET, 4B",1,0,530000
2020,1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,R4,"2605 FREDRICK DOUGLASS BL, 2C",1,0,350000
2020,1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,R4,"313 WEST 143 STREET, 4C",1,0,750000
2020,1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,R4,"68 BRADHURST AVENUE, 4-C",1,0,920000
2020,1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,R4,"68 BRADHURST AVENUE, 4-V",1,0,0
2020,1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,R4,"68 BRADHURST AVENUE, 8-L",1,0,846000
2020,1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,R4,"68 BRADHURST AVENUE, 9-C",1,0,0
2020,1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,R4,"68 BRADHURST AVENUE, 9-K",1,0,0
2020,1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,R4,"305 WEST 150 STREET, 208",1,0,0
2020,1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,R4,"305 W 150TH STREET, 706",1,0,0
2020,1,HARLEM-CENTRAL,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"26 WEST 119TH STREET, 1",1,0,635000
2020,1,HARLEM-CENTRAL,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"5 WEST 120 STREET, 3",1,0,1310000
2020,1,HARLEM-CENTRAL,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"30 WEST 126 STREET, 1",1,0,1200000
2020,1,HARLEM-CENTRAL,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"57 WEST 127TH ST, G",1,0,0
2020,1,HARLEM-CENTRAL,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"13 EAST 131ST STREET, 3A",1,0,581700
2020,1,HARLEM-CENTRAL,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"13 EAST 131ST STREET, 4A",1,0,0
2020,1,HARLEM-CENTRAL,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"51 ST. NICHOLAS AVENUE, 2A",1,0,1470000
2020,1,HARLEM-CENTRAL,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"151 LENOX AVENUE, 2",1,0,975000
2020,1,HARLEM-CENTRAL,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"103 WEST 119TH ST, 2",1,0,790000
2020,1,HARLEM-CENTRAL,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"148 WEST 121ST STREET, 4",1,0,0
2020,1,HARLEM-CENTRAL,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"106 WEST 123 STREET, 4",1,0,1350000
2020,1,HARLEM-CENTRAL,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"108 WEST 130 STREET, 3 FL",1,0,0
2020,1,HARLEM-CENTRAL,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"203 WEST 122 STREET, 5",1,0,2600000
2020,1,HARLEM-CENTRAL,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"215 WEST 122ND STREET, 1",1,0,1210000
2020,1,HARLEM-CENTRAL,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"237 WEST 134 STREET, 5W",1,0,450000
2020,1,HARLEM-CENTRAL,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"394 MANHATTAN AVENUE, 4",1,0,1075000
2020,1,HARLEM-CENTRAL,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"313 WEST 121 STREET, 2",1,0,1038615
2020,1,HARLEM-CENTRAL,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"313 WEST 121 STREET, 3",1,0,1100000
2020,1,HARLEM-CENTRAL,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"313 WEST 121 STREET, 4",1,0,1135000
2020,1,HARLEM-CENTRAL,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"313 WEST 121 STREET, 5",1,0,1205000
2020,1,HARLEM-CENTRAL,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"313 WEST 121 STREET, PH",1,0,1700000
2020,1,HARLEM-CENTRAL,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"2457 FREDERICK DOUGLASS B, 2A",1,0,630000
2020,1,HARLEM-CENTRAL,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"2457 FREDERICK DOUGLASS BLVD, 2B",1,0,681000
2020,1,HARLEM-CENTRAL,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"2457 FREDERICK DOUGLASS B, 3A",1,0,625000
2020,1,HARLEM-CENTRAL,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"2457 FREDERICK DOUGLASS B, 3B",1,0,700000
2020,1,HARLEM-CENTRAL,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"2457 FREDERICK DOUGLASS B, 4A",1,0,640000
2020,1,HARLEM-CENTRAL,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"2457 FREDERICK DOUGLASS B, 5A",1,0,1400000
2020,1,HARLEM-CENTRAL,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"235 WEST 137 STREET, 3F",1,0,0
2020,1,HARLEM-CENTRAL,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"138 EDGECOMBE AVENUE, 4W",1,0,0
2020,1,HARLEM-CENTRAL,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"142 EDGECOMBE AVENUE, 3A",1,0,0
2020,1,HARLEM-CENTRAL,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"142 EDGECOMBE AVE, 3B",1,0,680000
2020,1,HARLEM-CENTRAL,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT,R8,"106 WEST 123 STREET, S-4",1,0,1350000
2020,1,HARLEM-EAST,12 CONDOS - WALKUP APARTMENTS,R4,"1325 5 AVENUE, 2H",1,0,925000
2020,1,HARLEM-EAST,12 CONDOS - WALKUP APARTMENTS,R4,"1325 FIFTH AVENUE, 2I",1,0,712775
2020,1,HARLEM-EAST,12 CONDOS - WALKUP APARTMENTS,R4,"1325 5 AVENUE, 2K",1,0,1385000
2020,1,HARLEM-EAST,12 CONDOS - WALKUP APARTMENTS,R4,"1325 FIFTH AVENUE, 3M",1,0,738231
2020,1,HARLEM-EAST,12 CONDOS - WALKUP APARTMENTS,R4,"1325 5 AVENUE, 4B",1,0,862967
2020,1,HARLEM-EAST,12 CONDOS - WALKUP APARTMENTS,R4,"1325 5 AVENUE, 4F",1,0,970000
2020,1,HARLEM-EAST,12 CONDOS - WALKUP APARTMENTS,R4,"1325 5 AVENUE, 4I",1,0,722958
2020,1,HARLEM-EAST,12 CONDOS - WALKUP APARTMENTS,R4,"1325 5 AVENUE, 5E",1,0,695000
2020,1,HARLEM-EAST,12 CONDOS - WALKUP APARTMENTS,R4,"1325 5 AVENUE, 5H",1,0,980000
2020,1,HARLEM-EAST,12 CONDOS - WALKUP APARTMENTS,R4,"1325 FIFTH AVENUE, 5L",1,0,1100000
2020,1,HARLEM-EAST,12 CONDOS - WALKUP APARTMENTS,R4,"1325 5 AVENUE, 5M",1,0,733140
2020,1,HARLEM-EAST,12 CONDOS - WALKUP APARTMENTS,R4,"1325 5 AVENUE, 6C",1,0,1450000
2020,1,HARLEM-EAST,12 CONDOS - WALKUP APARTMENTS,R4,"1325 5TH AVENUE, 6E",1,0,715000
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"1325 FIFTH AVENUE, 1A",1,0,911334
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"1325 FIFTH AVENUE, 2M",1,0,743323
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"1325 FIFTH AVENUE, 3F",1,0,784053
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"1325 FIFTH AVENUE, 3G",1,0,576585
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"1325 5TH AVENUE, 3H",1,0,930000
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"1325 FIFTH AVENUE, 3K",1,0,1275000
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"1325 FIFTH AVENUE, 3L",1,0,1100000
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"1325 FIFTH AVENUE, 5I",1,0,580403
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"1325 FIFTH AVENUE, 6L",1,0,874423
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"1790 3 AVENUE, 1003",1,0,875000
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"1810 3RD AVENUE, 3A",1,0,615000
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"1810 3 AVENUE, 6C",1,0,765000
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"1810 THIRD AVENUE, 9B",1,0,10
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"194 EAST 101 STREET, 9C",1,0,0
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"1595 LEXINGTON AVENUE, 6B",1,0,745000
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"1595 LEXINGTON AVENUE, 7D",1,0,0
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"117 EAST 102 STREET, 5B",1,0,370000
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"117 EAST 102ND STREET, 5B",1,0,0
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"1635 LEXINGTON AVENUE, 4F",1,0,800000
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"1399 PARK AVENUE, 6A",1,0,995000
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"1399 PARK AVENUE, 6G",1,0,585000
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"1399 PARK AVENUE, 7E",1,0,775000
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"1399 PARK AVENUE, 9B",1,0,999990
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"1399 PARK AVENUE, 9D",1,0,1700000
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"1399 PARK AVENUE, 10A",1,0,995000
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"1399 PARK AVENUE, 14C",1,0,689000
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"1399 PARK AVENUE, 14E",1,0,1295000
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"1399 PARK AVENUE, 15D",1,0,1995515
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"1399 PARK AVENUE, 15F",1,0,730000
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"1399 PARK AVENUE, 17B",1,0,1843033
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"1399 PARK AVENUE, 22A",1,0,3600000
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"161 EAST 110TH STREET, 2B",1,0,0
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"227 EAST 111TH STREET, 5B",1,0,0
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"232 EAST 118TH ST, 3A",1,0,650000
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"2019-2023 FIRST AVENUE, 4B",1,0,610000
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"2019-2023 1 AVENUE, 5C",1,0,385000
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"2019 1 AVENUE, 5D",1,0,0
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"2019 1 AVENUE, 9A",1,0,610000
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"319 E 105TH STREET, 2C",1,0,526000
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"319 EAST 105TH STREET, 3C",1,0,535000
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"319 EAST 105TH STREET, 4A",1,0,0
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"319 EAST 105TH STREET, 4D",1,0,500000
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"319 EAST 105TH STREET, 5B",1,0,540000
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"309 EAST 108 STREET, 2H",1,0,917500
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"305 EAST 108 STREET, 5B",1,0,0
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"2132 2ND AVENUE, 2B",1,0,685000
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"2132 2ND AVE, 7A",1,0,505000
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"342 EAST 110TH STREET, 5E",1,0,0
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"342 EAST 110TH STREET, 6E",1,0,10
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"342 EAST 110 STREET, PH8E",1,0,245000
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"333 EAST 109TH STREET, 1D",1,0,0
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"333 EAST 109 STREET, 7C",1,0,725000
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"324 EAST 112 STREET, 3C",1,0,530000
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"324 E 112 STREET, 6C",1,0,0
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"324 E 112TH ST, 6C",1,0,0
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"317 EAST 111TH STREET, 4C",1,0,535000
2020,1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS,R4,"2279 THIRD AVENUE, 6A",1,0,1190000
2020,1,HARLEM-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"122 E 102ND ST, 1A",1,0,0
2020,1,HARLEM-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"122 E 102ND ST, 2A",1,0,0
2020,1,HARLEM-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"122 E 102ND STREET, 4A",1,0,590585
2020,1,HARLEM-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"122 E 102ND ST, 5A",1,0,595675
2020,1,HARLEM-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"124 EAST 118TH STREET, 1F",1,0,10
2020,1,HARLEM-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"306 EAST 105TH STREET, 1A",1,0,410000
2020,1,HARLEM-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"2027 FIRST AVENUE, 7",1,0,800000
2020,1,HARLEM-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"307 EAST 105 STREET, 1N",1,0,0
2020,1,HARLEM-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"309 EAST 105 STREET, 5N",1,0,465000
2020,1,HARLEM-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"440 EAST 117TH STREET, 2A",1,0,649000
2020,1,HARLEM-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"440 EAST 117TH STREET, 5A",1,0,775000
2020,1,HARLEM-UPPER,01 ONE FAMILY DWELLINGS,S1,467 WEST 140,2,4492,0
2020,1,HARLEM-UPPER,01 ONE FAMILY DWELLINGS,S1,467 WEST 140TH STREET,2,4492,0
2020,1,HARLEM-UPPER,01 ONE FAMILY DWELLINGS,S1,452 WEST 142ND STREET,2,5668,2750000
2020,1,HARLEM-UPPER,01 ONE FAMILY DWELLINGS,A4,465 WEST 144 STREET,1,3081,1900000
2020,1,HARLEM-UPPER,07 RENTALS - WALKUP APARTMENTS,A4,454 WEST 141 STREET,1,5396,0
2020,1,HARLEM-UPPER,07 RENTALS - WALKUP APARTMENTS,A4,452 WEST 141ST STREET,1,4360,0
2020,1,HARLEM-UPPER,12 CONDOS - WALKUP APARTMENTS,R2,"443 WEST 151ST STREET, 4C",1,0,0
2020,1,HARLEM-UPPER,12 CONDOS - WALKUP APARTMENTS,R2,"443 WEST 151ST STREET, 5C",1,0,395000
2020,1,HARLEM-UPPER,13 CONDOS - ELEVATOR APARTMENTS,R4,"441 CONVENT AVE, 1K",1,0,160000
2020,1,HARLEM-UPPER,13 CONDOS - ELEVATOR APARTMENTS,R4,"441 CONVENT AVENUE, 1K",1,0,510000
2020,1,HARLEM-UPPER,13 CONDOS - ELEVATOR APARTMENTS,R4,"441 CONVENT AVENUE, 3C",1,0,477500
2020,1,HARLEM-UPPER,13 CONDOS - ELEVATOR APARTMENTS,R4,"441 CONVENT AVENUE, 3I",1,0,597000
2020,1,HARLEM-UPPER,13 CONDOS - ELEVATOR APARTMENTS,R4,"441 CONVENT AVENUE, 5N",1,0,490000
2020,1,HARLEM-UPPER,13 CONDOS - ELEVATOR APARTMENTS,R4,"529 WEST 147 STREET, 1B",1,0,789144
2020,1,HARLEM-UPPER,13 CONDOS - ELEVATOR APARTMENTS,R4,"529 WEST 147TH STREET, 4B",1,0,741500
2020,1,HARLEM-UPPER,13 CONDOS - ELEVATOR APARTMENTS,R4,"660 RIVERSIDE DRIVE, 2B",1,0,400000
2020,1,HARLEM-UPPER,13 CONDOS - ELEVATOR APARTMENTS,R4,"660 RIVERSIDE DRIVE, 2D",1,0,400000
2020,1,HARLEM-UPPER,13 CONDOS - ELEVATOR APARTMENTS,R4,"660 RIVERSIDE DR., 3G",1,0,462000
2020,1,HARLEM-UPPER,13 CONDOS - ELEVATOR APARTMENTS,R4,"680 RIVERSIDE DRIVE, 2D",1,0,685000
2020,1,HARLEM-UPPER,13 CONDOS - ELEVATOR APARTMENTS,R4,"706 RIVERSIDE DRIVE, 5B",1,0,790000
2020,1,HARLEM-UPPER,13 CONDOS - ELEVATOR APARTMENTS,R4,"603 WEST 148 STREET, 2A",1,0,825000
2020,1,HARLEM-UPPER,13 CONDOS - ELEVATOR APARTMENTS,R4,"603 WEST 148TH STREET, 4B",1,0,845000
2020,1,HARLEM-UPPER,13 CONDOS - ELEVATOR APARTMENTS,R4,"603 WEST 148 STREET, 7C",1,0,848500
2020,1,HARLEM-UPPER,13 CONDOS - ELEVATOR APARTMENTS,R4,"603 WEST 148 STREET, 10B",1,0,913000
2020,1,HARLEM-UPPER,13 CONDOS - ELEVATOR APARTMENTS,R4,"710 RIVERSIDE DRIVE, 5E",1,0,1120075
2020,1,HARLEM-UPPER,13 CONDOS - ELEVATOR APARTMENTS,R4,"750 RIVERSIDE DRIVE, 1E",1,0,520000
2020,1,HARLEM-UPPER,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"453 WEST 143 STREET, F",1,0,750000
2020,1,HARLEM-UPPER,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"368 CONVENT AVENUE, 2B",1,0,840000
2020,1,HARLEM-UPPER,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"458 W 146 ST, 2N",1,0,1285000
2020,1,HARLEM-UPPER,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"458 WEST 146TH, 3N",1,0,0
2020,1,HARLEM-UPPER,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"427 WEST 154TH STREET, 3",1,0,0
2020,1,HARLEM-UPPER,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"558 W 150TH STREET, 102",1,0,680000
2020,1,HARLEM-WEST,13 CONDOS - ELEVATOR APARTMENTS,R4,"52 CONVENT AVENUE, GA",1,0,920000
2020,1,HARLEM-WEST,13 CONDOS - ELEVATOR APARTMENTS,R4,"52 CONVENT AVENUE, 1A",1,0,925000
2020,1,HARLEM-WEST,13 CONDOS - ELEVATOR APARTMENTS,R4,"52 CONVENT AVENUE, 3B",1,0,698000
2020,1,HARLEM-WEST,13 CONDOS - ELEVATOR APARTMENTS,R4,"52 CONVENT AVENUE, 3C",1,0,1230000
2020,1,HARLEM-WEST,13 CONDOS - ELEVATOR APARTMENTS,R4,"52 CONVENT AVENUE, PH",1,0,1650000
2020,1,HARLEM-WEST,13 CONDOS - ELEVATOR APARTMENTS,R4,"504 WEST 136TH STREET, 2A",1,0,559000
2020,1,HARLEM-WEST,13 CONDOS - ELEVATOR APARTMENTS,R4,"504 WEST 136TH STREET, 6B",1,0,0
2020,1,INWOOD,04 TAX CLASS 1 CONDOS,R3,"29 ADRIAN AVENUE, C5",1,0,0
2020,1,INWOOD,04 TAX CLASS 1 CONDOS,R3,"29 ADRIAN AVENUE, C5",1,0,390000
2020,1,INWOOD,13 CONDOS - ELEVATOR APARTMENTS,R4,"571 ACADEMY STREET, 1A",1,0,280000
2020,1,INWOOD,13 CONDOS - ELEVATOR APARTMENTS,R4,"571 ACADEMY STREET, 1D",1,0,385000
2020,1,INWOOD,13 CONDOS - ELEVATOR APARTMENTS,R4,"581 ACADEMY STREET, 1A",1,0,412000
2020,1,INWOOD,13 CONDOS - ELEVATOR APARTMENTS,R4,"581 ACADEMY STREET, 2H",1,0,295000
2020,1,INWOOD,13 CONDOS - ELEVATOR APARTMENTS,R4,"581 ACADEMY STREET, 5E",1,0,352000
2020,1,INWOOD,13 CONDOS - ELEVATOR APARTMENTS,R4,"581 ACADEMY STREET, 5H",1,0,409575
2020,1,INWOOD,13 CONDOS - ELEVATOR APARTMENTS,R4,"175 PAYSON AVENUE, 6A",1,0,516000
2020,1,JAVITS CENTER,11 SPECIAL CONDO BILLING LOTS,R4,"35 HUDSON YARDS, 5305",1,0,4180250
2020,1,JAVITS CENTER,11 SPECIAL CONDO BILLING LOTS,R4,"35 HUDSON YARDS, 5605",1,0,5078750
2020,1,JAVITS CENTER,11 SPECIAL CONDO BILLING LOTS,R4,"35 HUDSON YARDS, 5703",1,0,4254250
2020,1,JAVITS CENTER,11 SPECIAL CONDO BILLING LOTS,R4,"35 HUDSON YARDS, 5803",1,0,4253750
2020,1,JAVITS CENTER,11 SPECIAL CONDO BILLING LOTS,R4,"35 HUDSON YARDS, 5903",1,0,4253750
2020,1,JAVITS CENTER,11 SPECIAL CONDO BILLING LOTS,R4,"35 HUDSON YARDS, 6105",1,0,4003750
2020,1,JAVITS CENTER,11 SPECIAL CONDO BILLING LOTS,R4,"35 HUDSON YARDS, 6304",1,0,9980250
2020,1,JAVITS CENTER,11 SPECIAL CONDO BILLING LOTS,R4,"35 HUDSON YARDS, 6801",1,0,6504250
2020,1,JAVITS CENTER,11 SPECIAL CONDO BILLING LOTS,R4,"35 HUDSON YARDS, 6902",1,0,4733750
2020,1,JAVITS CENTER,11 SPECIAL CONDO BILLING LOTS,R4,"35 HUDSON YARDS, 7101",1,0,6978750
2020,1,JAVITS CENTER,13 CONDOS - ELEVATOR APARTMENTS,R4,"553 WEST 30TH STREET, 24E",1,0,2404250
2020,1,JAVITS CENTER,13 CONDOS - ELEVATOR APARTMENTS,R4,"553 WEST 30TH STREET, 24G",1,0,4274750
2020,1,JAVITS CENTER,13 CONDOS - ELEVATOR APARTMENTS,R4,"553 WEST 30TH STREET, 25E",1,0,0
2020,1,JAVITS CENTER,13 CONDOS - ELEVATOR APARTMENTS,R4,"15 HUDSON YARDS, 26E",1,0,0
2020,1,JAVITS CENTER,13 CONDOS - ELEVATOR APARTMENTS,R4,"553 WEST 30TH STREET, 28C",1,0,4003750
