YEAR_COLLECTED,BOROUGH,NEIGHBORHOOD,BUILDING_CLASS_CATEGORY,BUILDING_CLASS_AT_PRESENT,ADDRESS,TOTAL_UNITS,GROSS_SQ_FT,SALE_PRICE
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"1089 DEKALB AVENUE, 2",1,0,645840
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"1089 DEKALB AVENUE, 3",1,0,705000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"1089 DEKALB AVENUE, 4",1,0,750000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"442 PULASKI STREET, 1",1,0,1075000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"442 PULASKI STREET, 2R",1,0,550000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"442 PULASKI STREET, 3F",1,0,545000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"442 PULASKI STREET, 4R",1,0,840000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"444 PULASKI STREET, 1",1,0,1060000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"444 PULASKI STREET, 3F",1,0,519308
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"444 PULASKI STREET, 3R",1,0,545000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"444 PULASKI STREET, 4R",1,0,855330
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"299 VAN BUREN STREET, 1A",1,0,684000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"299 VAN BUREN STREET, 2A",1,0,529000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"299 VAN BUREN STREET, 2C",1,0,629000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"863 GREENE AVENUE, 1A",1,0,555000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"863 GREENE AVENUE, 1B",1,0,685000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"490 VAN BUREN STREET, 3A",1,0,0
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"844 QUINCY STREET, 1B",1,0,760000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"844 QUINCY STREET, 3A",1,0,550000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"838 QUINCY STREET, 1",1,0,969000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"838 QUINCY STREET, 2R",1,0,508107
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"491 MONROE STREET, 1A",1,0,392730
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"491 MONROE STREET, 1B",1,0,641498
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"491 MONROE ST, 2A",1,0,485000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"491 MONROE STREET, 3A",1,0,780000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"491 MONROE ST, 3B",1,0,763688
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"581 PUTNAM AVENUE, 1",1,0,1095000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"579 JEFFERSON AVENUE, 3",1,0,620000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"854 PUTNAM AVENUE, 1B",1,0,1065000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"813 JEFFERSON AVENUE, 1A",1,0,402800
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"813 JEFFERSON AVENUE, 1B",1,0,768789
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"813 JEFFERSON AVENUE, 2A",1,0,539000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"813 JEFFERSON AVENUE, 2B",1,0,529000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"813 JEFFERSON AVENUE, 3A",1,0,565000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"813 JEFFERSON AVENUE, 3B",1,0,0
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"813 JEFFERSON AVENUE, 3B",1,0,499000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"813 JEFFERSON AVENUE, 4A",1,0,0
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"813 JEFFERSON AVENUE, 4B",1,0,0
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"813 JEFFERSON AVENUE, 4B",1,0,499000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"664 JEFFERSON AVENUE, 3A",1,0,530000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"449 DECATUR STREET, 2A",1,0,495000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"66 BAINBRIDGE STREET, 4",1,0,671000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"511 HERKIMER ST, 1",1,0,375000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"511 HERKIMER ST, 2",1,0,676114
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"511 HERKIMER ST, 3",1,0,485000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"511 HERKIMER ST, 4",1,0,435529
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"511 HERKIMER ST, 5",1,0,650000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"511 HERKIMER ST, 6",1,0,605000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"511 HERKIMER ST, 7",1,0,635000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"511 HERKIMER ST, 8",1,0,0
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"511 HERKIMER ST, 8",1,0,641498
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"739 BEDFORD AVENUE, 2A",1,0,0
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"739 BEDFORD AVENUE, 5C",1,0,0
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"594 MARCY AVENUE, 1B",1,0,775000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"682 WILLOUGHBY AVENUE, 1F",1,0,499000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"682 WILLOUGHBY AVENUE, 3R",1,0,545000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"682 WILLOUGHBY AVE, 3F",1,0,560064
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"682 WILLOUGHBY AVE, 4",1,0,885878
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"223 PULASKI STREET, 2B",1,0,635000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"819 DEKALB AVENUE, 819-3",1,0,1450000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"557 LAFAYETTE AVENUE, 2A",1,0,0
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"557 LAFAYETTE AVENUE, 2A",1,0,0
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"24 KOSCIUSZKO STREET, 1B",1,0,1400000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"174 KOSCIUSZKO STREET, 2A",1,0,470000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"701 LAFAYETTE AVENUE, 1A",1,0,530000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"701 LAFAYETTE AVENUE, 1B",1,0,874000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"701 LAFAYETTE AVENUE, 2B",1,0,531500
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"701 LAFAYETTE AVENUE, 3A",1,0,550000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"701 LAFAYETTE AVENUE, 3B",1,0,530000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"701 LAFAYETTE AVENUE, 4A",1,0,541500
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"548 LAFAYETTE AVE, 1A",1,0,635000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"548 LAFAYETTE AVE, 1B",1,0,835000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"548 LAFAYETTE AVE, 2A",1,0,599000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"548 LAFAYETTE AVE, 2B",1,0,599000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"548 LAFAYETTE AVE, 3A",1,0,621133
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"548 LAFAYETTE AVE, 3B",1,0,616041
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"548 LAFAYETTE AVENUE, 4A",1,0,865000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"548 LAFAYETTE AVENUE, 4B",1,0,875000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"273 NOSTRAND AVENUE, 4",1,0,515000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"253 TOMPKINS AVENUE, 3B",1,0,590000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"253 TOMPKINS AVENUE, 6A",1,0,1250000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"18 VAN BUREN STREET, 1",1,0,1085000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"18 VAN BUREN STREET, 2R",1,0,539882
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"18 VAN BUREN STREET, 3F",1,0,540000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"18 VAN BUREN STREET, 3R",1,0,560000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"18 VAN BUREN STREET, 4F",1,0,542727
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"18 VAN BUREN STREET, 4R",1,0,845148
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"463 LEXINGTON AVENUE, 1",1,0,975000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"463 LEXINGTON AVENUE, 2",1,0,849000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"463 LEXINGTON AVENUE, 3",1,0,849000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"463 LEXINGTON AVENUE, 4",1,0,870000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"203 QUINCY STREET, 2A",1,0,0
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"203 QUINCY STREET, 2A",1,0,438994
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"377 QUINCY STREET, 1",1,0,993988
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"377 QUINCY STREET, 2",1,0,735000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"377 QUINCY STREET, 3",1,0,804418
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"377 QUINCY STREET, 4",1,0,875000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"405 QUINCY STREET, 3A",1,0,791000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"405 QUINCY STREET, 3B",1,0,815000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"318 QUINCY STREET, 3",1,0,797000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"366 GATES AVENUE, 1A",1,0,547000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"366 GATES AVENUE, 4B",1,0,689000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"167 MADISON STREET, A",1,0,150000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"162 MONROE STREET, 4",1,0,1100000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"437 PUTNAM AVENUE, 4",1,0,955000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"464 PUTNAM AVENUE, 3",1,0,0
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"464 PUTNAM AVENUE, 4",1,0,792000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"140 JEFFERSON AVENUE, 1",1,0,950000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"140 JEFFERSON AVENUE, 2",1,0,911334
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"140 JEFFERSON AVENUE, 3",1,0,850000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"140 JEFFERSON AVE, 4",1,0,880000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"43 HALSEY STREET, 4",1,0,880000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"213 HALSEY STREET, 1",1,0,864820
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"213 HALSEY STREET, 2",1,0,780000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"213 HALSEY STREET, 3",1,0,752487
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"213 HALSEY STREET, 4",1,0,860000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"320 MACON STREET, 2A",1,0,455286
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"320 MACON STREET, 2B",1,0,661863
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"320 MACON STREET, 3",1,0,960000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"320 MACON STREET, 4",1,0,999000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"337 HERKIMER STREET, 1F",1,0,0
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"337 HERKIMER STREET, 1R",1,0,650000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"419 HERKIMER STREET, 2R",1,0,0
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"419 HERKIMER STREET, PHR",1,0,535000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"53 TAAFFE PLACE, 3B",1,0,0
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"786 KENT AVENUE, 4",1,0,0
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"50 SKILLMAN STREET, 4A",1,0,915000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"50 SKILLMAN STREET, 5B",1,0,999000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"800 BEDFORD AVENUE, 1B",1,0,200000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"790 BEDFORD AVENUE, 3",1,0,1017231
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"195 CLASSON AVENUE, 2A",1,0,940000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"836 KENT AVENUE, 1",1,0,0
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"104 FRANKLIN AVENUE, 2B",1,0,916425
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"639 MYRTLE AVENUE, 2",1,0,0
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"860 BEDFORD AVENUE, 1",1,0,0
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"872 BEDFORD AVENUE, 4",1,0,1500000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"832 BEDFORD AVENUE, 2A",1,0,910000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"163 TAAFFE PLACE, 3",1,0,0
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"165 FRANKLIN AVENUE, 2",1,0,815000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"165 FRANKLIN AVENUE, 3",1,0,775000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"163 FRANKLIN AVE, 5",1,0,10
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"150 SKILLMAN STREET, 3",1,0,460000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"154 SKILLMAN STREET, 1",1,0,0
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"154 SKILLMAN STREET, 2",1,0,0
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"154 SKILLMAN STREET, 4",1,0,0
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"173 FRANKLIN AVE, 3",1,0,0
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"662 MYRTLE AVENUE, 5",1,0,0
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"141 SKILLMAN STREET, 1",1,0,0
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"149 CLIFTON PLACE, 3",1,0,0
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"373 CLASSON AVENUE, 1",1,0,926608
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"373 CLASSON AVENUE, 2",1,0,809509
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"373 CLASSON AVENUE, 3",1,0,782072
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"373 CLASSON AVENUE, 4",1,0,916425
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"452 LAFAYETTE AVENUE, 5F",1,0,664000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"306 GREENE AVENUE, 3",1,0,0
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"306 GREENE AVENUE, 4",1,0,0
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"71 LEXINGTON AVE, 2",1,0,599000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"59 QUINCY STREET, 4F",1,0,0
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"97 QUINCY ST, 2F",1,0,590585
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"97 QUINCY STREET, 2R",1,0,550000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"97 QUINCY STREET, 3F",1,0,587000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"97 QUINCY ST, 4",1,0,814091
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"88 LEXINGTON AVENUE, 1B",1,0,1196444
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"88 LEXINGTON AVENUE, 2A",1,0,783034
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"88 LEXINGTON AVENUE, 2B",1,0,925000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"88 LEXINGTON AVENUE, 3A",1,0,911334
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"88 LEXINGTON AVENUE, 3B",1,0,920000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"88 LEXINGTON AVENUE, PHA",1,0,975000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"88 LEXINGTON AVENUE, PHB",1,0,995000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"88 QUINCY STREET, 1",1,0,995000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"88 QUINCY STREET, 2",1,0,915000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"398 FRANKLIN AVE, 2",1,0,1655000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"420 FRANKLIN AVENUE, 1",1,0,999999
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"185 PUTNAM AVENUE, 1",1,0,1159787
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"185 PUTNAM AVENUE, 3",1,0,975000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"185 PUTNAM AVENUE, 4",1,0,1020000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"27 JEFFERSON AVENUE, 1",1,0,1059000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"27 JEFFERSON AVENUE, 3",1,0,1180000
2020,3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"135 LEFFERTS PLACE, 4B",1,0,0
2020,3,BEDFORD STUYVESANT,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT,R8,"449 DECATUR STREET, ST-1",1,0,495000
2020,3,BEDFORD STUYVESANT,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT,R8,"277 NOSTRAND AVENUE, C1",1,0,1175000
2020,3,BEDFORD STUYVESANT,17 CONDO COOPS,R9,"775 LAFAYETTE AVENUE, RESU",,,622000
2020,3,BEDFORD STUYVESANT,21 OFFICE BUILDINGS,O8,304A MALCOLM X BOULEVARD,3,2640,2000000
2020,3,BEDFORD STUYVESANT,21 OFFICE BUILDINGS,O8,306 MALCOLM X BOULEVARD,3,3520,2000000
2020,3,BEDFORD STUYVESANT,21 OFFICE BUILDINGS,O8,308 MALCOLM X BOULEVARD,3,3405,2000000
2020,3,BEDFORD STUYVESANT,21 OFFICE BUILDINGS,O2,510-16 GATES AVENUE,2,32883,11100000
2020,3,BEDFORD STUYVESANT,22 STORE BUILDINGS,K4,1140 BROADWAY,2,2009,0
2020,3,BEDFORD STUYVESANT,22 STORE BUILDINGS,K4,537 PARK AVENUE,2,1900,5800000
2020,3,BEDFORD STUYVESANT,22 STORE BUILDINGS,K1,533 PARK AVENUE,1,11657,5800000
2020,3,BEDFORD STUYVESANT,22 STORE BUILDINGS,K4,106 MARCUS GARVEY BLVD,2,1350,340000
