YEAR_COLLECTED,BOROUGH,NEIGHBORHOOD,BUILDING_CLASS_CATEGORY,BUILDING_CLASS_AT_PRESENT,ADDRESS,TOTAL_UNITS,GROSS_SQ_FT,SALE_PRICE
2020,3,BATH BEACH,01 ONE FAMILY DWELLINGS,S1,8684 15TH AVENUE,2,4080,1300000
2020,3,BATH BEACH,01 ONE FAMILY DWELLINGS,A5,14 BAY 10TH STREET,1,1428,849000
2020,3,BATH BEACH,01 ONE FAMILY DWELLINGS,A5,30 BAY 10TH STREET,1,1428,75000
2020,3,BATH BEACH,01 ONE FAMILY DWELLINGS,A9,43 BAY 11TH STREET,1,1052,0
2020,3,BATH BEACH,01 ONE FAMILY DWELLINGS,A9,8645 BAY 16TH STREET,1,1456,830000
2020,3,BATH BEACH,01 ONE FAMILY DWELLINGS,A9,79 BAY 20TH STREET,1,1566,0
2020,3,BATH BEACH,01 ONE FAMILY DWELLINGS,A9,8620 19TH AVENUE,1,2106,1188000
2020,3,BATH BEACH,01 ONE FAMILY DWELLINGS,A2,140 BAY 8 STREET,1,1804,975000
2020,3,BATH BEACH,01 ONE FAMILY DWELLINGS,A5,145 BAY 7TH STREET,1,1280,870000
2020,3,BATH BEACH,01 ONE FAMILY DWELLINGS,A1,155 BAY 14TH ST,1,936,1250000
2020,3,BATH BEACH,01 ONE FAMILY DWELLINGS,A9,106 BAY 25TH STREET,1,1382,805000
2020,3,BATH BEACH,01 ONE FAMILY DWELLINGS,S1,2150 BENSON AVENUE,2,4870,0
2020,3,BATH BEACH,01 ONE FAMILY DWELLINGS,A1,195 BAY 8TH ST,1,1498,0
2020,3,BATH BEACH,01 ONE FAMILY DWELLINGS,A5,200 BAY 14TH STREET,1,1458,0
2020,3,BATH BEACH,01 ONE FAMILY DWELLINGS,A5,1709 CROPSEY AVENUE,1,1568,0
2020,3,BATH BEACH,01 ONE FAMILY DWELLINGS,A5,1703 CROPSEY AVENUE,1,1568,760000
2020,3,BATH BEACH,01 ONE FAMILY DWELLINGS,S1,2006 BATH AVE,2,1254,800000
2020,3,BATH BEACH,01 ONE FAMILY DWELLINGS,A1,8904 16TH AVENUE,1,1188,820910
2020,3,BATH BEACH,01 ONE FAMILY DWELLINGS,A5,1586 INDEPENDENCE AVENUE,1,1188,985000
2020,3,BATH BEACH,01 ONE FAMILY DWELLINGS,A5,283 BAY 14TH STREET,1,1152,0
2020,3,BATH BEACH,01 ONE FAMILY DWELLINGS,A5,271 BAY 14TH STREET,1,1204,0
2020,3,BATH BEACH,01 ONE FAMILY DWELLINGS,A5,322 BAY 14TH STREET,1,928,740000
2020,3,BATH BEACH,01 ONE FAMILY DWELLINGS,A5,8933 16TH AVENUE,1,1240,740000
2020,3,BATH BEACH,01 ONE FAMILY DWELLINGS,A5,278 BAY 13TH STREET,1,928,750000
2020,3,BATH BEACH,01 ONE FAMILY DWELLINGS,A5,8851 18TH AVENUE,1,992,0
2020,3,BATH BEACH,01 ONE FAMILY DWELLINGS,A5,287 BAY 20TH STREET,1,1320,800000
2020,3,BATH BEACH,01 ONE FAMILY DWELLINGS,A5,241 BAY 23RD STREET,1,1120,745000
2020,3,BATH BEACH,01 ONE FAMILY DWELLINGS,A5,8980 15TH AVENUE,1,1863,995000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B1,8645 14TH AVENUE,2,2160,1280000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B1,40 BAY 7TH STREET,2,2160,0
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B1,61 BAY 8TH STREET,2,2160,0
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B1,51 BAY 8 STREET,2,2160,989000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B1,37 BAY 8TH STREET,2,2160,0
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B1,8622 15TH AVE,2,2160,825000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B1,8622 15TH AVENUE,2,2160,990000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B1,8646 15TH AVENUE,2,2160,1368000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B1,8621 15TH AVENUE,2,2160,0
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B1,8621 15TH AVENUE,2,2160,10
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B3,35 BAY 10TH STREET,2,1622,0
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B3,31 BAY 10TH STREET,2,1622,0
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B1,44 BAY 11TH STREET,2,2160,1100000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B3,1603 BENSON AVENUE,2,1738,730000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B2,15 BAY 13TH STREET,2,1760,0
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B2,24 BAY 14 STREET,2,1606,60000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,S2,8644 18 AVE,3,3600,1400000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B3,72 BAY 19TH STREET,2,1200,600000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B3,8676 19TH AVENUE,2,1430,950000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B3,8649 19TH AVENUE,2,2004,875000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B9,85 BAY 23RD STREET,2,2152,0
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B3,32 BAY 26TH STREET,2,2374,1300000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B1,81 BAY 28TH STREET,2,2560,0
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B3,55 BAY 29TH STREET,2,3679,0
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B9,8745 14TH AVENUE,2,1701,980000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B1,127 BAY 7TH STREET,2,1980,1030000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B1,115 BAY 7TH STREET,2,2160,1285000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B3,1457 BATH AVENUE,2,1410,0
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B3,1457 BATH AVENUE,2,1410,0
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B1,8750 15 AVENUE,2,2347,950000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B1,8723 15TH AVENUE,2,2160,1250000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B3,95 BAY 10TH STREET,2,2660,0
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B3,113 BAY 11TH STREET,2,1456,875000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B3,105 BAY 11TH STREET,2,1484,930000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B3,88 BAY 13TH STREET,2,1587,703000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B2,148 BAY 14TH STREET,2,2048,1098000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B3,99 BAY 25TH STREET,2,2080,1168000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B3,214 BAY 7TH STREET,2,1680,0
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B3,214 BAY 7TH STREET,2,1680,1275000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B1,207 BAY 13TH STREET,2,3216,0
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B3,187 BAY 13TH STREET,2,1864,1150000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B1,8810 17TH AVENUE,2,2144,300000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B3,8801 17TH AVENUE,2,1881,845000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B3,8799 17TH AVENUE,2,1470,318783
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B3,1747 CROPSEY AVENUE,2,1740,0
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B3,1741 CROPSEY AVENUE,2,1740,0
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B3,1810 BATH AVENUE,2,2640,0
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B9,8790 19TH AVENUE,2,2620,0
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,S2,2002 BATH AVENUE,3,3280,0
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B3,8935 15TH AVENUE,2,1674,1100000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B1,313 BAY 10TH STREET,2,1860,880000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B1,307 BAY 10TH STREET,2,1860,1148000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B2,1540 CROPSEY AVENUE,2,3300,0
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B1,328 BAY 11TH ST,2,1928,860000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B3,334 BAY 10TH STREET,2,1876,333000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B3,338 BAY 10TH STREET,2,1876,990000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B1,248 BAY 14TH STREET,2,1890,0
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B1,237 BAY 14TH STREET,2,1998,0
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B1,266 BAY 13TH STREET,2,1240,928000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B9,8865 17TH AVENUE,2,2280,1180000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B9,8868 BAY 16TH STREET,2,2280,1190000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B1,1289 SHORE PARKWAY,2,1980,860000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B1,8864 18TH AVENUE,2,1320,0
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B1,8872 18TH AVENUE,2,1320,770000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B1,8837 18TH AVENUE,2,1320,0
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B9,235 BAY 20TH STREET,2,1578,960000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B3,8894 19TH AVENUE,2,1610,0
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B3,8914 19 AVENUE,2,1610,0
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B9,232 BAY 22 ST,2,1652,100000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B9,234 BAY 22ND,2,2656,1240000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B9,282 BAY 22ND STREET,2,1652,0
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B9,1942 20TH DRIVE,2,1652,950000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B9,1952 20TH DRIVE,2,1652,156000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B1,1923 19TH LANE,2,1760,935000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B9,263 BAY 22ND STREET,2,1673,970000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B9,1389 SHORE PARKWAY,2,1993,0
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B1,1926 19TH LANE,2,1944,850000
2020,3,BATH BEACH,02 TWO FAMILY DWELLINGS,B9,1109 SHORE PARKWAY,2,1224,0
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,30 BAY 7TH STREET,3,2160,1050000
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,19 BAY 8TH STREET,3,2160,0
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,8626 15TH AVENUE,3,3040,600000
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,8610 BAY 16TH,3,3180,0
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,69 BAY 17TH STREET,3,3164,2000000
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,1847 BENSON AVENUE,3,2648,0
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,1857 BENSON AVENUE,3,2375,480000
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,1941 BENSON AVENUE,3,2349,0
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,8648 20TH AVENUE,3,4945,0
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,8671 20TH AVENUE,3,3759,0
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,145 BAY 11TH STREET,3,2369,2060000
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,1560 BENSON AVENUE,3,2268,0
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,8716 16TH AVENUE,3,2440,1360168
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,1632 BENSON AVENUE,3,2400,1530000
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,8721 17 AVENUE,3,2462,0
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,8686 BAY 16TH STREET,3,2032,0
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,46 RUTHERFORD PLACE,3,3100,0
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,1910 BENSON AVENUE,3,2748,1200000
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,8721 19TH AVENUE,3,3074,1998068
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,117 BAY 23RD STREET,3,3422,2035482
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,N/A BAY 23RD STREET,3,3521,2117960
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,120 BAY 25TH STREET,3,4762,0
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,8753 21ST AVENUE,3,2623,0
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,123 BAY 29TH STREET,3,3609,364252
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,1420 BATH AVENUE,3,2621,0
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,194 BAY 8TH STREET,3,2454,1380000
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,240 BAY 13TH STREET,3,4080,1836000
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,8801 16TH AVENUE,3,3102,0
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,8808 BAY 16TH STREET,3,3157,0
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,209 BAY 17TH STREET,3,2840,1630000
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,171 BAY 23RD STREET,3,2232,0
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,2043 CROPSEY AVENUE,3,2151,970000
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,8818 21 AVENUE,3,3430,0
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,8804 21ST AVENUE,3,2800,0
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,8804 21ST AVENUE,3,2800,0
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,8788 BAY PARKWAY,3,2860,0
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,8910 18TH AVENUE,3,1440,1280000
2020,3,BATH BEACH,03 THREE FAMILY DWELLINGS,C0,1407 SHORE PARKWAY,3,3261,0
2020,3,BATH BEACH,04 TAX CLASS 1 CONDOS,R3,"28 BAY 26TH STREET, 103",1,0,0
2020,3,BATH BEACH,04 TAX CLASS 1 CONDOS,R3,"24 BAY 26TH STREET, 201",1,0,660000
2020,3,BATH BEACH,04 TAX CLASS 1 CONDOS,R3,"24 BAY 26TH STREET, 203",1,0,720000
2020,3,BATH BEACH,04 TAX CLASS 1 CONDOS,R3,"1613 BATH AVENUE, 1A",1,0,810000
2020,3,BATH BEACH,04 TAX CLASS 1 CONDOS,R3,"1758 BENSON AVENUE, 1C",1,0,705000
2020,3,BATH BEACH,04 TAX CLASS 1 CONDOS,R3,"8758 18TH AVENUE, 3H",1,0,600000
2020,3,BATH BEACH,04 TAX CLASS 1 CONDOS,R3,"8707 19TH AVENUE, 1A",1,0,0
2020,3,BATH BEACH,04 TAX CLASS 1 CONDOS,R3,"8707 19TH AVENUE, 1C",1,0,0
2020,3,BATH BEACH,04 TAX CLASS 1 CONDOS,R3,"8707 19TH AVENUE, 1E",1,0,0
2020,3,BATH BEACH,04 TAX CLASS 1 CONDOS,R3,"8707 19TH AVENUE, 1F",1,0,974256
2020,3,BATH BEACH,04 TAX CLASS 1 CONDOS,R3,"8707 19TH AVENUE, 2E",1,0,728049
2020,3,BATH BEACH,04 TAX CLASS 1 CONDOS,R3,"8707 19TH AVENUE, 2F",1,0,888932
2020,3,BATH BEACH,04 TAX CLASS 1 CONDOS,R3,"8707 19TH AVENUE, 3A",1,0,746094
2020,3,BATH BEACH,04 TAX CLASS 1 CONDOS,R3,"8707 19TH AVENUE, 3B",1,0,0
2020,3,BATH BEACH,04 TAX CLASS 1 CONDOS,R3,"8707 19TH AVENUE, 3D",1,0,768779
2020,3,BATH BEACH,04 TAX CLASS 1 CONDOS,R3,"8707 19TH AVENUE, 3E",1,0,741286
2020,3,BATH BEACH,04 TAX CLASS 1 CONDOS,R3,"8707 19TH AVENUE, 3F",1,0,881063
2020,3,BATH BEACH,04 TAX CLASS 1 CONDOS,R3,"2112 BENSON AVENUE, 1D",1,0,0
2020,3,BATH BEACH,04 TAX CLASS 1 CONDOS,R3,"225 BAY 7TH STREET, 1B",1,0,0
2020,3,BATH BEACH,04 TAX CLASS 1 CONDOS,R3,"201 BAY 22ND STREET, 2A",1,0,0
2020,3,BATH BEACH,04 TAX CLASS 1 CONDOS,R3,"198 BAY 29TH STREET, 2C",1,0,580000
2020,3,BATH BEACH,04 TAX CLASS 1 CONDOS,R3,"269 BAY 8TH STREET, 2F",1,0,642500
2020,3,BATH BEACH,04 TAX CLASS 1 CONDOS,R3,"1454 CROPSEY AVENUE, 3B",1,0,0
2020,3,BATH BEACH,04 TAX CLASS 1 CONDOS,R3,"8922 15TH AVENUE, 2B",1,0,610000
2020,3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS,C2,54 BAY 13TH STREET,5,6560,0
2020,3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS,C3,67 BAY 22ND STREET,4,3344,0
2020,3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS,C3,8725 16 AVENUE,4,3530,0
2020,3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS,C2,150 BAY 22ND STREET,6,3600,1300000
2020,3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS,C3,"144 BAY 26TH STREET, 6",4,1800,0
2020,3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS,C3,196 BAY 20TH STREET,4,2950,1300000
2020,3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS,C3,199 BAY 20TH STREET,4,2000,1260000
2020,3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS,C3,181 BAY 22ND STREET,4,3120,1280000
2020,3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS,C3,168 BAY 26TH STREET,4,2700,1398000
2020,3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS,C1,195 BAY 29TH STREET,14,13320,1950000
2020,3,BATH BEACH,08 RENTALS - ELEVATOR APARTMENTS,D7,8635 21ST AVENUE,121,109640,20000000
2020,3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,C6,"242 BAY 17 STREET, 3D",,,420000
2020,3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,C6,"248 BAY 17TH STREET, D3",,,382000
2020,3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,C6,"8867 BAY 16TH STREET, 1C",,,0
2020,3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,C6,"8889 BAY 16TH ST, 2B",,,260000
2020,3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,C6,"8889 BAY 16TH STREET, 1B",,,252000
2020,3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,C6,"264 BAY 19TH STREET, B",,,320000
2020,3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,C6,"251 BAY 19TH STREET, 251A",,,0
2020,3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,C6,"351 BAY 8TH STREET, 1B",,,211625
2020,3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,C6,"381 BAY 8TH STREET, 2B",,,300000
2020,3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,C6,"1031 SHORE PARKWAY, 2B",,,0
2020,3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,C6,"1037 SHORE PARKWAY, 1B",,,0
2020,3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,C6,"1047 SHORE PARKWAY, 1B",,,270000
2020,3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,C6,"1063 SHORE PARKWAY, 2B",,,455000
2020,3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,C6,"1073 SHORE PARKWAY, 1B",,,435000
2020,3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,C6,"1535 INDEPENDENCE AVENUE, 1B",,,389000
2020,3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,C6,"1559 INDEPENDENCE AVE, 2B",,,340000
2020,3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,C6,"1569 INDEPENDENCE AVENUE, 1B",,,0
2020,3,BATH BEACH,10 COOPS - ELEVATOR APARTMENTS,D4,"30 BAY 29TH STREET, 1B",,,438000
2020,3,BATH BEACH,10 COOPS - ELEVATOR APARTMENTS,D4,"30 BAY 29TH STREET, 2J",,,350000
2020,3,BATH BEACH,10 COOPS - ELEVATOR APARTMENTS,D4,"30 BAY 29TH STREET, 4K",,,350000
2020,3,BATH BEACH,10 COOPS - ELEVATOR APARTMENTS,D4,"30 BAY 29TH STREET, 4N",,,0
2020,3,BATH BEACH,10 COOPS - ELEVATOR APARTMENTS,D4,"30 BAY 29TH STREET, 5H",,,380000
2020,3,BATH BEACH,10 COOPS - ELEVATOR APARTMENTS,D4,"30 BAY 29TH STREET, 6P",,,430000
2020,3,BATH BEACH,12 CONDOS - WALKUP APARTMENTS,R2,"8696 18 AVE, 3C",1,0,0
2020,3,BATH BEACH,12 CONDOS - WALKUP APARTMENTS,R3,"8707 19TH AVENUE, 1B",1,0,784053
2020,3,BATH BEACH,12 CONDOS - WALKUP APARTMENTS,R3,"8707 19TH AVENUE, 1D",1,0,875695
2020,3,BATH BEACH,12 CONDOS - WALKUP APARTMENTS,R3,"8707 19TH AVENUE, 2A",1,0,715610
2020,3,BATH BEACH,12 CONDOS - WALKUP APARTMENTS,R3,"8707 19TH AVENUE, 2B",1,0,717866
2020,3,BATH BEACH,12 CONDOS - WALKUP APARTMENTS,R3,"8707 19TH AVENUE, 2C",1,0,734027
2020,3,BATH BEACH,12 CONDOS - WALKUP APARTMENTS,R3,"8707 19TH AVENUE, 2D",1,0,722958
2020,3,BATH BEACH,12 CONDOS - WALKUP APARTMENTS,R3,"8707 19TH AVENUE, 3C",1,0,761438
2020,3,BATH BEACH,12 CONDOS - WALKUP APARTMENTS,R2,"1428 BATH AVENUE, 1A",1,0,0
2020,3,BATH BEACH,12 CONDOS - WALKUP APARTMENTS,R2,"1428 BATH AVENUE, 1A",1,0,675000
2020,3,BATH BEACH,13 CONDOS - ELEVATOR APARTMENTS,R4,"8616 21ST AVENUE, 5D",1,0,520000
2020,3,BATH BEACH,13 CONDOS - ELEVATOR APARTMENTS,R4,"8686 BAY PARKWAY, 6C",1,0,0
2020,3,BATH BEACH,14 RENTALS - 4-10 UNIT,S3,1510 BATH AVENUE,4,4400,1550000
2020,3,BATH BEACH,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"8622 BAY PARKWAY, 3A",1,0,520000
2020,3,BATH BEACH,17 CONDO COOPS,R9,"153 BAY 26TH STREET, 1-G",,,150000
2020,3,BATH BEACH,17 CONDO COOPS,R9,"153 BAY 26TH STREET, 3C",,,180000
2020,3,BATH BEACH,22 STORE BUILDINGS,K4,1864 86TH STREET,4,4528,3300000
2020,3,BATH BEACH,22 STORE BUILDINGS,K2,1938 86TH STREET,2,1917,1230000
2020,3,BATH BEACH,22 STORE BUILDINGS,K2,8610 BAY PARKWAY,2,2560,2000000
2020,3,BATH BEACH,22 STORE BUILDINGS,K1,1573 BATH AVENUE,1,1357,825000
2020,3,BATH BEACH,22 STORE BUILDINGS,K4,1901 BATH AVENUE,2,3383,980000
2020,3,BATH BEACH,22 STORE BUILDINGS,K1,1905 BATH AVENUE,6,1760,1365000
2020,3,BATH BEACH,22 STORE BUILDINGS,K1,8772 18TH AVENUE,1,12042,0
2020,3,BATH BEACH,22 STORE BUILDINGS,K2,2016 BATH AVENUE,2,1596,835000
2020,3,BATH BEACH,27 FACTORIES,F5,1839-1845 CROPSEY AVENUE,1,6198,0
2020,3,BATH BEACH,29 COMMERCIAL GARAGES,G7,8798 18TH AVENUE,0,0,0
2020,3,BATH BEACH,29 COMMERCIAL GARAGES,G8,1801-1811 CROPSEY AVENUE,2,9880,0
2020,3,BATH BEACH,31 COMMERCIAL VACANT LAND,V1,156 BAY 29TH STREET,0,0,4900000
2020,3,BATH BEACH,44 CONDO PARKING,RG,"8616 21ST AVENUE, P12",1,0,59000
2020,3,BATH BEACH,44 CONDO PARKING,RG,"8696 18 AVE, P6",1,0,0
2020,3,BATH BEACH,44 CONDO PARKING,RP,"8758 18TH AVENUE, P16",1,0,600000
2020,3,BATH BEACH,44 CONDO PARKING,RP,"8707 19TH AVENUE, P1",1,0,974256
2020,3,BATH BEACH,44 CONDO PARKING,RP,"8707 19TH AVENUE, P2",1,0,881063
2020,3,BATH BEACH,44 CONDO PARKING,RP,"8707 19TH AVENUE, P3",1,0,741286
2020,3,BATH BEACH,44 CONDO PARKING,RP,"8707 19TH AVENUE, P4",1,0,768779
2020,3,BATH BEACH,44 CONDO PARKING,RP,"8707 19TH AVENUE, P5",1,0,715610
2020,3,BATH BEACH,44 CONDO PARKING,RP,"8707 19TH AVENUE, P7",1,0,761438
2020,3,BATH BEACH,44 CONDO PARKING,RP,"8707 19TH AVENUE, P8",1,0,784053
2020,3,BATH BEACH,44 CONDO PARKING,RP,"8707 19TH AVENUE, P9",1,0,746094
2020,3,BATH BEACH,44 CONDO PARKING,RP,"8707 19TH AVENUE, P10",1,0,728049
2020,3,BATH BEACH,44 CONDO PARKING,RP,"8707 19TH AVENUE, P11",1,0,722958
2020,3,BATH BEACH,44 CONDO PARKING,RP,"8707 19TH AVENUE, P12",1,0,888932
2020,3,BATH BEACH,44 CONDO PARKING,RP,"8707 19TH AVENUE, P13",1,0,875695
2020,3,BATH BEACH,44 CONDO PARKING,RP,"8707 19TH AVENUE, P14",1,0,717866
2020,3,BATH BEACH,44 CONDO PARKING,RP,"8707 19TH AVENUE, P14",1,0,734027
2020,3,BATH BEACH,44 CONDO PARKING,RP,"8707 19TH AVENUE, P15",1,0,0
2020,3,BATH BEACH,44 CONDO PARKING,RG,"8686 BAY PARKWAY, P8",1,0,0
2020,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,A1,125 67TH STREET,1,1950,0
2020,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,A1,6662 SEDGWICK PLACE,1,1312,825000
